study_id,title,status,phase,enrollment
NCT04596475,Prevention of Transmission of Hepatitis C Virus (HCV) From HCV-Viremic Organ Donor,COMPLETED,PHASE1,12.0
NCT01011257,Studying the Efficacy of Aspirin & Clopidogrel in Healthy Subjects With Stable Coronary Artery Disease.,WITHDRAWN,PHASE4,0.0
NCT01789957,Extension Study for 2993-112,COMPLETED,PHASE3,225.0
NCT04423757,A Home-based Study Using Mobile Technology to Test Whether BI 1358894 is Effective in People With Depression,TERMINATED,PHASE2,45.0
NCT06701357,CR-CHOP+X in Previously Untreated DEL,RECRUITING,PHASE2,49.0
NCT06828757,Clinical Study of Nanocrystalline Megestrol in Malnourished Patients With First-Line Non-Small Cell Lung Cancer,NOT_YET_RECRUITING,PHASE3,94.0
NCT04426357,A Study to Evaluate the Effect of Renal Impairment on JNJ-64417184 and Its Two Minor Metabolites JNJ-68294291 and JNJ-65201526 in Adult Participants,TERMINATED,PHASE1,6.0
NCT02237157,A Dose Escalation Safety Study of Locally-Delivered Gemcitabine in Pancreatic Cancer,COMPLETED,PHASE1,20.0
NCT07272057,SGLT2 Inhibitors and Survival in Lung Cancer Patients With Diabetes,NOT_YET_RECRUITING,NA,200.0
NCT07346157,Liothyronine in Combination With BIT Regimen for Medulloblastoma With or Without Minimal Residual Disease,NOT_YET_RECRUITING,PHASE1,69.0
NCT00772057,Beta-blockers for Prevention Of Growth Of Small Esophageal Varices In Cirrhosis: An Randomized Controlled Trial (RCT),COMPLETED,NA,164.0
NCT05134857,The Zonisamide and Reinforcement for Reducing Alcohol Use (ZARRA) Study,ACTIVE_NOT_RECRUITING,PHASE2,205.0
NCT03972657,A Trial to Find Out if REGN5678 (Nezastomig) is Safe and How Well it Works Alone or in Combination With Cemiplimab for Adult Participants With Metastatic Castration-Resistant Prostate Cancer and Other Tumors,RECRUITING,PHASE1,345.0
NCT04887857,"A Study to Assess Safety and Tolerability of CC-486 (ONUREG®, Oral Azacitidine) in Combination Therapy in Participants With Acute Myeloid Leukemia (AML)",COMPLETED,PHASE1,6.0
NCT00475657,Pemetrexed and Cisplatin as Treatment in Small Cell Lung Cancer,TERMINATED,PHASE2,5.0
NCT04304157,Median Effective Dose of Dexmedetomidine in Elective Upper Limb Lidocaine Intravenous Regional Anesthesia,COMPLETED,PHASE4,81.0
NCT03499457,Penicillin Allergy in Shfayim Clinic,UNKNOWN,NA,100.0
NCT06070857,"Study of the Safety, Tolerability, and Pharmacokinetics of LV232 Capsules in Chinese Healthy Volunteers",COMPLETED,PHASE1,81.0
NCT02537457,Bioequivalence Study of Rivaroxaban,COMPLETED,PHASE1,40.0
NCT03717701,Metformin and Esomeprazole in Treatment of Early Onset Preeclampsia,UNKNOWN,NA,120.0
NCT02118012,"Evaluation of Safety, Tolerability, and Antiviral Activity of Chlorcyclizine HCl in Patients With Chronic Hepatitis C",COMPLETED,PHASE1,24.0
NCT03840512,An Open Label Study of Multiple Doses of Cannabidiol in the Prevention of Acute Graft-Versus-Host Disease (GVHD),UNKNOWN,PHASE2,36.0
NCT03727412,Post Implantation Syndrome and Administration on NSAIDs in Patients Undergoing EVAR for AAA,UNKNOWN,NA,186.0
NCT01310101,Ofatumumab Added to Dexamethasone in Subjects With Relapsed or Refractory Chronic Lymphocytic Leukemia,COMPLETED,PHASE2,33.0
NCT05123781,Fasting Bioequivalence Study of 2 Metformin 1000 mg Prolonged Release Tablets in 28 Healthy Male and Female Volunteers,COMPLETED,PHASE1,28.0
NCT02847481,A Study to Evaluate Fecal Microbiota Transplantation Engraftment in IBS,COMPLETED,PHASE1,80.0
NCT06787781,Metabolic and Clinical Effect of Alpha-lipoic Acid Administration in Schizophrenic Subjects,COMPLETED,NA,15.0
NCT04383912,Onabotulinum Toxin A in Direct Brow Lift,UNKNOWN,NA,16.0
NCT01200212,A Randomized Study to Determine the Efficacy of a Taxane and Bevacizumab With or Without Capecitabine as First Line Chemotherapy in Patients With Metastatic Breast Cancer,TERMINATED,PHASE3,432.0
NCT02899130,Effect of Polyherbal Formulation in Chronic Inactive Carriers of Hepatitis B Virus,UNKNOWN,NA,80.0
NCT03394430,Comparison of Midazolam or Dexmedetomidine on Epileptiform EEG During Sevoflurane Mask Induction,UNKNOWN,PHASE4,45.0
NCT07325630,Perioprative Study of IBI363 in Patients With MHC-II-Negative Locally Advanced Gastric Cancer,RECRUITING,PHASE2,60.0
NCT00803530,Study of Association of Arsenic Trioxide (ATO) and Ascorbic Acid in Myelodysplastic Syndromes,TERMINATED,PHASE2,55.0
NCT05269030,Ivermectin Nasal Drops in Post COVID-19 Parosmia,UNKNOWN,PHASE2,60.0
NCT04973930,Feasibility Trial of Tele-IPT and Tele-Pharmacotherapy for Patients With Depression and Non-Metastatic Breast Cancer,SUSPENDED,PHASE3,20.0
NCT06102928,A Clinical Study of the Combination of Anlotinib and Aumolertinib in the First-line Treatment of Advanced NSCLC With EGFR 21L858R Mutation,RECRUITING,NA,30.0
NCT03838328,Dose Effect of Tranexamic Acid on the Incidence of Deep Venous Thrombus in Cardiac Surgery,UNKNOWN,PHASE4,360.0
NCT00951665,"A Study of Trastuzumab Emtansine, Paclitaxel, and Pertuzumab in Patients With HER2-Positive, Locally Advanced or Metastatic Breast Cancer",COMPLETED,PHASE1,107.0
NCT00663728,Assessment of Duration of Erection With Vardenafil 10 mg,COMPLETED,PHASE4,201.0
NCT00804830,Avastin and Doxorubicin Postoperatively for Patients With Anaplastic Thyroid Cancer,TERMINATED,PHASE2,15.0
NCT00825565,Study of Alwextin® Cream in Treating Epidermolysis Bullosa,COMPLETED,PHASE2,8.0
NCT02457130,Comparison of TIcagrelor and Clopidogrel in Patients With Coronary Artery diseaSe and Type 2 Diabetes Mellitus (TICS-DM),UNKNOWN,PHASE4,30.0
NCT05122130,Effect of Melatonin on Palatal Wound Healing (Randomized Controlled Clinical Trial),UNKNOWN,PHASE2,26.0
NCT03068130,Extended Access Program to Assess Long-term Safety of Bardoxolone Methyl in Patients With Pulmonary Hypertension RANGER,TERMINATED,PHASE3,261.0
NCT00624130,Yasmin 20 Cycle Control - Yasmin 20 Versus Mercilon in Healthy Female Volunteers,COMPLETED,PHASE3,453.0
NCT06883630,A Phase Ib Study of RC148 as Monotherapy or Combination for Locally Advanced or Metastatic NSCLC,ACTIVE_NOT_RECRUITING,PHASE1,121.0
NCT05865028,A Proof of Concept Trial Investigating Safety and Efficacy of APG-157 in Oral Dysplasia,RECRUITING,PHASE2,32.0
NCT02048228,Genotyping Guided Individualized Treatment of Clopidogrel and Ticagrelor in ACS,UNKNOWN,PHASE2,200.0
NCT01263028,Effects of Ergocalciferol on Erythropoetin Stimulating Agent Dose,TERMINATED,NA,6.0
NCT01923428,The Efficacy of AZD1722 in Constipation Predominant Irritable Bowel Syndrome (IBS-C),COMPLETED,PHASE2,356.0
NCT00574067,Buprenorphine for Prisoners,COMPLETED,PHASE3,213.0
NCT03551067,Oral Dexmedetomidine for Parental Separation in Pediatrics Undergoing Adenotonsillectomy,COMPLETED,PHASE4,74.0
NCT04483167,Clinical Transfer of a Vulnerable Atherosclerotic Plaque Tracer : 99mTc-cAbVCAM1-5 (ATHENA),UNKNOWN,PHASE1,13.0
NCT02950467,Psilocybin-assisted Group Therapy for Demoralization in Long-term AIDS Survivors,COMPLETED,PHASE1,30.0
NCT04539067,Effect of Controlled Ovarian Stimulation in Quality of Oocyte and Embryo,UNKNOWN,PHASE2,70.0
NCT00713817,A Study to Determine the Maintenance of Effect After Long-term Treatment of Sativex® in Subjects With Neuropathic Pain,COMPLETED,PHASE3,19.0
NCT02749968,Intercostal Liposomal Bupivacaine for the Management of Blunt Chest Wall Trauma,COMPLETED,PHASE2,100.0
NCT07562568,SHR2554/AZA + Overlapped TBF for High-risk/Relapsed Leukemia/MDS,NOT_YET_RECRUITING,PHASE2,160.0
NCT03496740,Ultrasound Guided Penile Block vs Pudendal Block for Hypospadias,COMPLETED,NA,36.0
NCT00103740,"Safety and Efficacy Trial With Zoledronic Acid for the Treatment of Paget's Disease of Bone, Including an Extended Observation Period",COMPLETED,PHASE3,185.0
NCT02971540,SPI-directed Analgesia for Lumbar Discectomy,COMPLETED,NA,132.0
NCT03102489,"Safety, Tolerability, Pharmacokinetics and Pharmacodynamics Study of BP101 in Healthy Volunteers",COMPLETED,PHASE1,18.0
NCT07024589,First-in-Human Trial of Oral AN2-502998,COMPLETED,PHASE1,72.0
NCT05047250,"A Study of Atezolizumab in High PD-L1 Expression, Chemotherapy-Naïve Patients With Stage IV Non-Squamous or Squamous Non-Small Cell Lung Cancer",ACTIVE_NOT_RECRUITING,PHASE3,60.0
NCT05204550,Intranasal Heparin Treatment to Reduce Transmission Among Household Contacts of COVID 19 Positive Adults and Children,COMPLETED,PHASE2,506.0
NCT01747850,Sativex and Behavioral-relapse Prevention Strategy in Cannabis Dependence,COMPLETED,PHASE2,45.0
NCT01052974,Perioperative Analgesia by Femoral Perineural Catheter for Femoral Neck Fracture - Study KTcol,COMPLETED,PHASE4,60.0
NCT00974974,A Study To Evaluate The Safety And Efficacy Of IPX066 In Advanced Parkinson's Disease (ADVANCE-PD).,COMPLETED,PHASE3,471.0
NCT03958591,Impact of Short-term Intensive De-escalation Therapy on Long-term Regimen Simplification,COMPLETED,PHASE4,274.0
NCT00613691,"A Phase I, Open-label, Ascending Dose Study of the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of the Endothelin B Agonist, SPI-1620, in Patients With Recurrent or Progressive Carcinoma",COMPLETED,PHASE1,36.0
NCT06529718,Testing Ivonescimab Versus FOLFOX in Advanced Biliary Tract Cancer Patients,RECRUITING,PHASE2,72.0
NCT02164318,Effects of Exercise and Improved Nitric Oxide Bioavailability on Arteriovenous Fistula Maturation,TERMINATED,NA,11.0
NCT03057418,"Open-label Study of Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Auriхim",COMPLETED,PHASE1,7.0
NCT03095118,Daratumumab in Treatment of PGNMID and C3 GN,COMPLETED,PHASE2,12.0
NCT06004674,Using Placental Pathology to Prevent Recurrent Adverse Pregnancy Outcomes: A Pilot Project,RECRUITING,PHASE2,20.0
NCT02044874,A Study to Evaluate the Effect of Lorcaserin Hydrochloride on Smoking Cessation,COMPLETED,PHASE2,603.0
NCT03920618,Three Types of Nucleotide/Nucleoside Analogues Treatment in HBV Related ACLF,RECRUITING,NA,150.0
NCT00327418,CARDS Is Designed To Show If Lowering Cholesterol With Atorvastatin In Type 2 Diabetics Without CV Disease Reduces The Risk Of CV Events,COMPLETED,PHASE4,2800.0
NCT00270790,"EVALUATION OF AMIFOSTINE FOR MUCOSAL AND HEMOPOETIC PROTECTION AND CARBOPLATIN, TAXOL, RADIOTHERAPY IN THE MANAGEMENT OF PATIENTS WITH HEAD AND NECK CANCER.(GCC 0202)",COMPLETED,PHASE2,21.0
NCT00520390,"A Phase I, Study to Evaluate the Safety and Tolerability of Intravenous EZN-2208 in Patients With Advanced Solid Tumors or Lymphoma (EZN-2208-02)",COMPLETED,PHASE1,34.0
NCT03523390,Phase I/Ib Multiple Ascending Dose Study in China,COMPLETED,PHASE1,24.0
NCT02695290,Afatinib in EGFR+NSCLC (Recurrent or Stage IV) - Patients With Poor Performance Status (ECOG 2 or 3),TERMINATED,PHASE4,1.0
NCT05924997,"Adebrelimab, Camrelizumab Plus Apatinib as First-line Therapy in Patients With Advanced Hepatocellular Carcinoma",UNKNOWN,PHASE1,52.0
NCT00567697,A Randomized Study Comparing Ranibizumab to Sham in Patients With Macular Edema Secondary to CRVO,COMPLETED,PHASE3,32.0
NCT03379597,A 12-weeks Study to Evaluate the Dietary Fiber and Probiotics Treatment in Prevention and Intervention of Weight-gain and Cognitive Impairment of Schizophrenia or Bipolar Disorder,COMPLETED,NA,136.0
NCT01069510,Spironolactone in Adult Congenital Heart Disease,COMPLETED,PHASE2,40.0
NCT02686697,Carnosine and Cognitive Training in Schizophrenia,COMPLETED,PHASE2,60.0
NCT05555797,Excimer Laser With Topical Agents in Psoriasis Vulgaris,UNKNOWN,PHASE4,30.0
NCT00000513,Trial of Antihypertensive Intervention Management,COMPLETED,PHASE3,
NCT02471560,Tecfidera and the Gut Microbiota,COMPLETED,PHASE4,36.0
NCT02510560,Study to Assess the Efficacy and Safety of NTRA-2112 on Intestinal Malabsorption in Preterm Infants,TERMINATED,PHASE3,300.0
NCT02283320,A Study of BIND-014 (Docetaxel Nanoparticles for Injectable Suspension) as Second-line Therapy for Patients With KRAS Positive or Squamous Cell Non-Small Cell Lung Cancer,COMPLETED,PHASE2,69.0
NCT00953420,Carboplatin and Docetaxel Followed by Epstein-Barr Virus Cytotoxic T Lymphocytes,COMPLETED,PHASE2,20.0
NCT06861920,NSAID Use for Treating Dysmenorrhea and Preventing Chronic Pelvic Pain (NSAID HEAL),RECRUITING,PHASE4,600.0
NCT00121420,Study of Motexafin Gadolinium With Whole Brain Radiation Therapy Followed by Stereotactic Radiosurgery Boost in the Treatment of Patients With Brain Metastases,TERMINATED,PHASE2,45.0
NCT04597320,Esketamine Sedation and Fentanyl Sedation in Pediatric Dental Patients,COMPLETED,PHASE4,48.0
NCT02626182,Evaluation and Treatment of Pulmonary Vascular Disease in Moderate to Severe CF,COMPLETED,PHASE1,14.0
NCT01508182,A Study of Canagliflozin and Metformin Immediate Release (150 mg/500 mg) FDC Tablets in Healthy Volunteers,COMPLETED,PHASE1,64.0
NCT00175682,Prazosin Vibrostimulation Autonomic Dysreflexia and Spinal Cord Injury Study,COMPLETED,NA,7.0
NCT05221320,Trial of Ulixertinib in Combination With Hydroxychloroquine in Patients With Advanced Gastrointestinal (GI) Malignancies,TERMINATED,PHASE2,47.0
NCT04910620,The Evaluation of TCI378 and TCI507 Probiotics on Weight-lowering Efficacy in Adults,UNKNOWN,PHASE4,96.0
NCT03493282,Effect of CT1812 Treatment on Brain Synaptic Density,COMPLETED,PHASE1,43.0
NCT02029924,"A Double-blinded, Randomised, Two -Period Crossover Euglycemic Clamp Trial Investigating the Pharmacokinetics, Glucodynamics and Safety of BioChaperone Insulin Lispro and Insulin Lispro (Humalog®) in Subjects With Type 1 Diabetes",COMPLETED,PHASE1,37.0
NCT03508882,Pretarsal Versus Preseptal Botulinum Toxin for Patients With Eyelid Spasm,COMPLETED,PHASE4,100.0
NCT01948024,Bio-equivalence Study Between SAPHRIS and Asenapine,COMPLETED,PHASE1,65.0
NCT01985724,"Sequential Administration of FE75C and Docetaxel Versus Docetaxel/Cyclophosphamide in HER-2 Negative, Node Positive Breast Cancer",COMPLETED,PHASE3,650.0
NCT00276159,Study of Immune Response Modifier in the Treatment of Hematologic Malignancies,TERMINATED,PHASE2,6.0
NCT06471959,Psychedelic-assisted Group Program for First Responders,UNKNOWN,PHASE1,32.0
NCT01906580,Combination or Sequential Therapy of Peginterferon Alfa-2a and Entecavir for Patients With Chronic Hepatitis B,UNKNOWN,PHASE4,105.0
NCT05036759,68Ga-FAPI PET/MR for Atherosclerosis,UNKNOWN,EARLY_PHASE1,100.0
NCT06505759,Evaluation of 2%Bromelain Gel With 0.2%CHX Gel as Subgingival LDD Following SRP in Stage II/III and Grade B Periodontitis -A RCT,RECRUITING,PHASE1,36.0
NCT03736980,Beyond the Self and Back: Neuropharmacological Mechanisms Underlying the Dissolution of the Self,COMPLETED,NA,140.0
NCT06307080,Clinical Study of Multimodal Ablation Remodeling Immunosensitized PD-1 in the Treatment of Pancreatic Cancer With Liver Metastasis,RECRUITING,NA,12.0
NCT00860080,Safety Study Investigating Local Tolerability and Pharmacokinetics of PXL01 in Healthy Volunteers,COMPLETED,PHASE1,15.0
NCT02232880,Treatment of Resistant Hypertension by Prevention of T-Cell Co-Stimulation,TERMINATED,PHASE2,1.0
NCT02235662,"Phase I One-month Safety, PK, PD, and Acceptability Study of IVR Releasing TFV and LNG or TFV Alone",COMPLETED,PHASE1,86.0
NCT02373462,Effect of olmesaRtan on Walking distancE and quaLIty of lifE in Peripheral Artery Disease Patients With Hypertension Treated For Intermittent Claudication (RELIEF),TERMINATED,PHASE4,1.0
NCT06484062,"Testing the Anti-cancer Drug, Cirtuvivint, and Its Combination With ASTX727 to Improve Outcomes in Patients With Acute Myeloid Leukemia and Myelodysplastic Syndromes",RECRUITING,PHASE1,54.0
NCT00730262,Efficacy Study of TLN-4601 in Patients With Recurring Glioblastoma Multiforme,TERMINATED,PHASE2,40.0
NCT06267846,A Study to Evaluate the Efficacy and Safety of NBI-1070770 in Adults With Major Depressive Disorder,COMPLETED,PHASE2,73.0
NCT01503788,Bedside Sedation for the Prevention of Post Dural Puncture Headache,UNKNOWN,PHASE2,100.0
NCT03033303,A Study of the Effect of Hu3F8/GM-CSF Immunotherapy Plus Isotretinoin in Patients in First Remission of High-Risk Neuroblastoma,COMPLETED,PHASE2,59.0
NCT02489903,"RRx-001 in Lung Cancer, Ovarian Cancer and Neuroendocrine Tumors Prior to Re-administration of Platinum Based Doublet Regimens (QUADRUPLE THREAT)",COMPLETED,PHASE2,139.0
NCT00867503,Open Trial of Bendamustine Hydrochloride in Women With Advanced Ovarian Cancer,COMPLETED,PHASE2,10.0
NCT00087503,Intravenous Edotecarin in Patients With Advanced Gastric Cancer That Has Progressed or Recurred After Chemotherapy,COMPLETED,PHASE2,28.0
NCT02982603,Efficacy and Safety of Qinggongshoutao Bolus in aMnestic Mild Cognitive Impairment,COMPLETED,PHASE4,350.0
NCT02960503,Macrolide Therapy to Improve Forced Expiratory Volume in 1 Second in Adults With Sickle Cell Disease,WITHDRAWN,PHASE1,0.0
NCT07382427,A Phase 2 Study to Assess the Effectiveness of Topical Terbinafine in Participants With Mild to Moderate Onychomycosis of the Toenails,NOT_YET_RECRUITING,PHASE2,200.0
NCT05420727,Theranostics in Soft Tissue Sarcoma Using a Vascular Disruption Approach,COMPLETED,PHASE1,14.0
NCT01645761,Additive Effect of Endonase on Eradication Rate of First Line Therapy for Helicobacter Pylori,COMPLETED,NA,112.0
NCT03815461,Nab-paclitaxel Combined With S-1 as Induction Therapy for Locally Advanced Pancreatic Cancer,UNKNOWN,PHASE2,60.0
NCT04124861,Withdraw Drug in Stable IgG4-Related Disease,UNKNOWN,NA,138.0
NCT00401661,Sexuality And Management of Benign Prostatic Hyperplasia With Alfuzosin,COMPLETED,PHASE4,110.0
NCT02911142,Lenalidomide Combined With Modified DA-EPOCH and Rituximab (EPOCH-R2) in Primary Effusion Lymphoma or KSHV-associated Large Cell Lymphoma,ACTIVE_NOT_RECRUITING,PHASE1,17.0
NCT07088042,Assessment of Different Medications in Modifying the Efficacy of Anesthesia in Mandibular Molars With Acute Irreversible Pulpitis,COMPLETED,PHASE4,60.0
NCT07032142,Dose Optimization and Efficacy Assessment of a Fluoropyrimidine Antidote,NOT_YET_RECRUITING,PHASE1,66.0
NCT05050942,A Trial to Assess Efficacy and Safety of Octreotide Subcutaneous Depot in Patients With GEP-NET,ACTIVE_NOT_RECRUITING,PHASE3,332.0
NCT06305286,"Safety, Tolerability, and Efficacy of Immunomodulation With A Monoclonal Antibody Against CD40L in Combination With Transplanted Islet Cells in Adults With Brittle Type 1 Diabetes Mellitus (T1D)",RECRUITING,PHASE1,70.0
NCT00219986,"Phase I/II, Open-Label Trial of Three Monoclonal Antibodies",COMPLETED,PHASE1,12.0
NCT00430586,Finding of Optimal Dose for NT 201 in the Treatment of Glabellar Frown Lines,COMPLETED,PHASE2,191.0
NCT01019486,Regadenoson Blood Flow in Type 1 Diabetes (RABIT1D),COMPLETED,PHASE4,26.0
NCT00395070,A Phase 3 Pivotal Trial Comparing Allovectin-7® Alone vs Chemotherapy Alone in Patients With Stage 3 or Stage 4 Melanoma,COMPLETED,PHASE3,390.0
NCT02036970,Bardoxolone Methyl Evaluation in Patients With Pulmonary Hypertension (PH) - LARIAT,COMPLETED,PHASE2,166.0
NCT02802969,"Improvement of Local Control in Skull Base, Spine and Sacral Chordomas Treated by Surgery and Protontherapy Targeting Hypoxic Cells Revealed by [18F]FAZA) PET/CT Tracers",COMPLETED,PHASE2,64.0
NCT05145569,Antitumor Activity of Neoadjuvant Chemotherapy with or Without HCW9218 in Metastatic Advanced Stage Ovarian Cancer,WITHDRAWN,PHASE2,0.0
NCT00526669,Study For Patients With Untreated Gastric Cancer Who Will Receive Capecitabine And Lapatinib,COMPLETED,PHASE2,68.0
NCT07101783,"A Research Study on How a Dose of NNC0662-0419 Works in Japanese, Chinese and Non-Asian Participants Living With Overweight or Obesity",COMPLETED,PHASE1,100.0
NCT06229483,The Effects of Intraoperative Tranexamic Acid on Perioperative Bleeding In Craniotomies,RECRUITING,PHASE3,102.0
NCT00419783,"A Randomized, Multiple Dose, Double Blind, 5-way Crossover Study of the Electrocardiographic (ECG) Effects of Bilastine",COMPLETED,PHASE1,30.0
NCT07290283,"A Study to Investigate Safety, Tolerability, and Pharmacokinetics of AZD3974 in Healthy Participants",RECRUITING,PHASE1,176.0
